"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"4/18/2012","Trader Joe's","Withdrawal Debit Card TRADER JOEWithdrawal Debit Card TRADER JOE'S #022 QPS OCEANSIDE CA Date 04/17/12 0      2108992297     0 5411","20.91","debit","Groceries","ECHECKING 7688","",""
"4/18/2012","Withdrawal Golden Spowithdrawal","Withdrawal Debit Card GOLDEN SPOWithdrawal Debit Card GOLDEN SPOON OCEANSIDE OCEANSIDE CA Date 04/16/12 0      2107546797     1 5999","5.20","debit","Fast Food","ECHECKING 7688","",""
"4/18/2012","Starbucks","Withdrawal Debit Card STARBUCKSWithdrawal Debit Card STARBUCKS CORP00058321 OCEANSIDE CA Date 04/16/12 0      2107148749     1 5814","6.45","debit","Coffee Shops","ECHECKING 7688","",""
"4/18/2012","Withdrawal Submarinawithdrawal Submarina","Withdrawal Debit Card SUBMARINAWithdrawal Debit Card SUBMARINA - WEST OCEAN OCEANSIDE CA Date 04/16/12 0      2107543327     1 5814","19.14","debit","Food & Dining","ECHECKING 7688","",""
"4/17/2012","Goodwill Industries","Withdrawal POS #000031094101 STRWithdrawal POS #000031094101 STR GOODWILL INDUSTRIES 18 3935 MISSION AVE S OCEANSIDE CA","41.96","debit","Shopping","ECHECKING 7688","",""
"4/17/2012","Costco","Withdrawal POS #000000528622 STRWithdrawal POS #000000528622 STR COSTCO WHSE #0124 1755 HACIENDA DRIV VISTA CA","184.17","debit","Groceries","ECHECKING 7688","",""
"4/17/2012","Wal-Mart","Withdrawal POS #000000670741 STRWithdrawal POS #000000670741 STR WAL-MART #2494 2100 VISTA WAY OCEANSIDE CA","86.70","debit","Home Supplies","ECHECKING 7688","",""
"4/17/2012","Einstein Bros","Withdrawal Debit Card EINSTEIN BWithdrawal Debit Card EINSTEIN BROS BAGELS30 OCEANSIDE CA Date 04/15/12 0      2106099754     1 5812","16.93","debit","Coffee Shops","ECHECKING 7688","",""
"4/17/2012","Check 868992008","Draft 000868992008583","90.00","debit","Home Services","ECHECKING 7688","",""
"4/16/2012","Starbucks","Withdrawal Debit Card STARBUCKSWithdrawal Debit Card STARBUCKS CORP00093492 OCEANSIDE CA Date 04/14/12 0      2105858102     4 5814","8.40","debit","Coffee Shops","ECHECKING 7688","",""
"4/16/2012","Menchie's Frozen Yogurt","Withdrawal Debit Card MENCHIE SWithdrawal Debit Card MENCHIE S FROZEN YOGUR CARLSBAD CA Date 04/13/12 0      2104721788     1 5814","6.27","debit","Food & Dining","ECHECKING 7688","",""
"4/16/2012","Withdrawal Submarinawithdrawal Submarina","Withdrawal Debit Card SUBMARINAWithdrawal Debit Card SUBMARINA - WEST OCEAN OCEANSIDE CA Date 04/13/12 0      2104828771     0 5814","14.84","debit","Food & Dining","ECHECKING 7688","",""
"4/16/2012","Trader Joe's","Withdrawal Debit Card TRADER JOEWithdrawal Debit Card TRADER JOE'S #022 QPS OCEANSIDE CA Date 04/15/12 0      2106793772     0 5411","10.98","debit","Groceries","ECHECKING 7688","",""
"4/16/2012","Chipotle","Withdrawal Debit Card CHIPOTLE 0Withdrawal Debit Card CHIPOTLE 0479 OCEANSIDE CA Date 04/15/12 0      2106796513     0 5814","13.74","debit","Fast Food","ECHECKING 7688","",""
"4/15/2012","Home Depot","Withdrawal POS #000032128401 STRWithdrawal POS #000032128401 STR THE HOME DEPOT 679 3838 VISTA WAY OCEANSIDE CA","8.96","debit","Home Improvement","ECHECKING 7688","",""
"4/15/2012","Withdrawal Golden Spowithdrawal","Withdrawal Debit Card GOLDEN SPOWithdrawal Debit Card GOLDEN SPOON YOGURT CARLSBAD CA Date 04/12/12 0      2103846137     1 5814","6.00","debit","Fast Food","ECHECKING 7688","",""
"4/15/2012","Home Depot","Withdrawal Debit Card THE HOME DWithdrawal Debit Card THE HOME DEPOT 679 OCEANSIDE CA Date 04/12/12 0      2103263692     1 5200","85.70","debit","Home Improvement","ECHECKING 7688","",""
"4/15/2012","Withdrawal Carepaymenwithdrawal Carepayment","Withdrawal Debit Card CAREPAYMENWithdrawal Debit Card CAREPAYMENT LLC 05034193500 OR Date 04/13/12 0      2104187895     1 8099","145.00","debit","Credit Card Payment","ECHECKING 7688","",""
"4/14/2012","Lowe's","Withdrawal POS #000007780536 LOWWithdrawal POS #000007780536 LOWE'S #1588 155 OLD GROVE ROAD OCEANSIDE CA","230.08","debit","Home Improvement","ECHECKING 7688","",""
"4/14/2012","Ralphs","Withdrawal POS #000000006290 STRWithdrawal POS #000000006290 STR RALPHS 101 OLD GROVE RD. OCEANSIDE CA","53.22","debit","Groceries","ECHECKING 7688","",""
"4/13/2012","Withdrawal Los Tacoswithdrawal","Withdrawal Debit Card LOS TACOSWithdrawal Debit Card LOS TACOS OS OCEANSIDE CA Date 04/12/12 0      2103730059     0 5812","16.49","debit","Restaurants","ECHECKING 7688","",""
"4/13/2012","Withdrawal Golden Spowithdrawal","Withdrawal Debit Card GOLDEN SPOWithdrawal Debit Card GOLDEN SPOON YOGURT CARLSBAD CA Date 04/11/12 0      2102438594     1 5814","3.00","debit","Fast Food","ECHECKING 7688","",""
"4/13/2012","Starbucks","Withdrawal Debit Card STARBUCKSWithdrawal Debit Card STARBUCKS CORP00103143 OCEANSIDE CA Date 04/12/12 0      2103427829     1 5814","2.75","debit","Coffee Shops","ECHECKING 7688","",""
"4/13/2012","Withdrawal Surf Ridewithdrawal","Withdrawal Debit Card SURF RIDEWithdrawal Debit Card SURF RIDE OCEANSIDE CA Date 04/12/12 0      2103434302     1 5941","62.44","debit","Clothing","ECHECKING 7688","",""
"4/13/2012","Withdrawal Vmix Mediawithdrawal","Withdrawal Debit Card VMIX MEDIAWithdrawal Debit Card VMIX MEDIA INC SAN DIEGO CA Date 04/11/12 0      2102176149     1 8931","4.99","debit","Entertainment","ECHECKING 7688","",""
"4/13/2012","Deposit Vmix Media","Deposit VMIX MEDIA INC TYPE: PAYDeposit VMIX MEDIA INC TYPE: PAYROLL  ID: 9006906566 CO: VMIX MEDIA INC","5159.95","credit","Paycheck","ECHECKING 7688","",""
"4/12/2012","Wal-Mart","Withdrawal POS #000000126598 STRWithdrawal POS #000000126598 STR WAL-MART #2494 2100 VISTA WAY OCEANSIDE CA","150.06","debit","Home Supplies","ECHECKING 7688","",""
"4/12/2012","Withdrawal Golden Spowithdrawal","Withdrawal Debit Card GOLDEN SPOWithdrawal Debit Card GOLDEN SPOON YOGURT CARLSBAD CA Date 04/10/12 0      2101537154     1 5814","2.00","debit","Fast Food","ECHECKING 7688","",""
"4/12/2012","McDonald's","Withdrawal Debit Card MCDONALD'SWithdrawal Debit Card MCDONALD'S F19746 OCEANSIDE CA Date 04/11/12 0      2102911540     0 5814","3.98","debit","Fast Food","ECHECKING 7688","",""
"4/11/2012","Withdrawal Golden Spowithdrawal","Withdrawal Debit Card GOLDEN SPOWithdrawal Debit Card GOLDEN SPOON YOGURT CARLSBAD CA Date 04/09/12 0      2100528462     1 5814","6.00","debit","Fast Food","ECHECKING 7688","",""
"4/10/2012","Glamour Nails","Withdrawal at ATM #000000001420Withdrawal at ATM #000000001420 AFN GLAMOUR NAIL-932 153 S LAS POSAS #1 SAN MACOS CA","100.00","debit","Hair","ECHECKING 7688","",""
"4/10/2012","Glamour Nails","Withdrawal ATM Fee AFN GLAMOUR NWithdrawal ATM Fee AFN GLAMOUR NAIL-932 153 S LAS POSAS #1 SAN MACOS CA","1.50","debit","Hair","ECHECKING 7688","",""
"4/10/2012","Target","Withdrawal POS #000000004724 STRWithdrawal POS #000000004724 STR TARGET T1040 VISTA Vista CA","2.75","debit","Home Supplies","ECHECKING 7688","",""
"4/10/2012","Target","Withdrawal POS #000000008346 STRWithdrawal POS #000000008346 STR TARGET T1040 VISTA Vista CA","129.93","debit","Home Supplies","ECHECKING 7688","",""
"4/10/2012","Withdrawal Strwithdrawal Str 2641 Vista Way","Withdrawal POS #000001594052 STRWithdrawal POS #000001594052 STR THE VITAMIN SH 2641 VISTA WAY OCEANSIDE CA","11.18","debit","Food & Dining","ECHECKING 7688","",""
"4/09/2012","Target","Withdrawal Debit Card TARGET 000Withdrawal Debit Card TARGET 00021659 SAN DIEGO CA Date 04/07/12 0      2098985704     4 5411","3.93","debit","Home Supplies","ECHECKING 7688","",""
"4/09/2012","Papa John's","Withdrawal Debit Card PAPA JOHNSWithdrawal Debit Card PAPA JOHNS #1599.COM OCEANSIDE CA Date 04/07/12 0      2098994293     4 5812","35.88","debit","Fast Food","ECHECKING 7688","",""
"4/09/2012","Chevron","Withdrawal Debit Card CHEVRON 02Withdrawal Debit Card CHEVRON 0206259 DEL MAR CA Date 04/06/12 0      2097995708     4 5542","48.24","debit","Gas & Fuel","ECHECKING 7688","",""
"4/09/2012","iTunes","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 04/07/12 0      2098998552     4 5735","0.99","debit","Music","ECHECKING 7688","",""
"4/09/2012","Withdrawal Armstrg Mcwithdrawal","Withdrawal Debit Card ARMSTRG MCWithdrawal Debit Card ARMSTRG MCCALL 6890 VISTA CA Date 04/06/12 0      2097008352     5 5977","41.44","debit","Personal Care","ECHECKING 7688","",""
"4/09/2012","McDonald's","Withdrawal Debit Card MCDONALD'SWithdrawal Debit Card MCDONALD'S F18488 CARLSBAD CA Date 04/07/12 0      2098013619     5 5814","9.03","debit","Fast Food","ECHECKING 7688","",""
"4/09/2012","Ralphs","Withdrawal POS #000000008336 STRWithdrawal POS #000000008336 STR RALPHS 3455 DEL MAR HEIGH S SAN DIEGO CA","13.47","debit","Groceries","ECHECKING 7688","",""
"4/08/2012","Jack in the Box","Withdrawal Debit Card JACK IN THWithdrawal Debit Card JACK IN THE BOX 81 QPS DEL MAR CA Date 04/06/12 0      2097230305     1 5814","6.89","debit","Fast Food","ECHECKING 7688","",""
"4/08/2012","Withdrawal Submarinawithdrawal Submarina","Withdrawal Debit Card SUBMARINAWithdrawal Debit Card SUBMARINA - WEST OCEAN OCEANSIDE CA Date 04/05/12 0      2096670974     1 5814","13.33","debit","Food & Dining","ECHECKING 7688","",""
"4/08/2012","Exxon","Withdrawal Debit Card EXXONMOBILWithdrawal Debit Card EXXONMOBIL 97628325 OCEANSIDE CA Date 04/06/12 0      2097232553     1 5542","71.65","debit","Gas & Fuel","ECHECKING 7688","",""
"4/08/2012","Ever After Scrapbooks","Withdrawal Debit Card EVER AFTERWithdrawal Debit Card EVER AFTER SCRAPBOOKS VISTA CA Date 04/06/12 0      2097674287     1 5947","3.90","debit","Office Supplies","ECHECKING 7688","",""
"4/08/2012","Stater Brothers","Withdrawal POS #000000003542 STRWithdrawal POS #000000003542 STR STATERBROS151 2170 VISTA WAY OCEANSIDE CA","8.58","debit","Groceries","ECHECKING 7688","",""
"4/08/2012","Withdrawal Ceja Mexwithdrawal","Withdrawal Debit Card CEJA'S MEXWithdrawal Debit Card CEJA'S MEXICAN DINER OCEANSIDE CA Date 04/06/12 0      2097228692     1 5812","26.01","debit","Restaurants","ECHECKING 7688","",""
"4/08/2012","Withdrawal Golden Spowithdrawal","Withdrawal Debit Card GOLDEN SPOWithdrawal Debit Card GOLDEN SPOON YOGURT CARLSBAD CA Date 04/05/12 0      2096683070     1 5814","8.00","debit","Fast Food","ECHECKING 7688","",""
"4/07/2012","Children's Place","Withdrawal POS #000075016485 STRWithdrawal POS #000075016485 STR THE CHILDRENS PLACE #1244 2525 EL CAMINO REA CARLSBAD CA","6.47","debit","Kids","ECHECKING 7688","",""
"4/07/2012","Target","Withdrawal POS #000000000487 STRWithdrawal POS #000000000487 STR TARGET T2165 VISTA VISTA CA","69.79","debit","Home Supplies","ECHECKING 7688","",""
"4/07/2012","Home Depot","Withdrawal POS #000063725201 STRWithdrawal POS #000063725201 STR THE HOME DEPOT 679 3838 VISTA WAY OCEANSIDE CA","32.30","debit","Home Improvement","ECHECKING 7688","",""
"4/06/2012","Starbucks","Withdrawal Debit Card STARBUCKSWithdrawal Debit Card STARBUCKS CORP00058388 VISTA CA Date 04/04/12 0      2095172611     1 5814","4.00","debit","Coffee Shops","ECHECKING 7688","",""
"4/06/2012","Jack in the Box","Withdrawal Debit Card JACK IN THWithdrawal Debit Card JACK IN THE BOX 81 QPS DEL MAR CA Date 04/05/12 0      2096149736     1 5814","7.20","debit","Fast Food","ECHECKING 7688","",""
"4/06/2012","Surf City Squeeze","Withdrawal Debit Card SURF CITYWithdrawal Debit Card SURF CITY SQUEEZE CARLSBAD CA Date 04/04/12 0      2095183172     1 5499","10.40","debit","Groceries","ECHECKING 7688","",""
"4/06/2012","Check 865995002","Draft 000865995002957","1796.66","debit","Mortgage & Rent","ECHECKING 7688","",""
"4/05/2012","Withdrawal Cox Enterprises","Withdrawal COX ENTERPRISES TYPE:Withdrawal COX ENTERPRISES TYPE: BROADBAND  ID: 0000178541 CO: COX ENTERPRISES","52.99","debit","Internet","ECHECKING 7688","",""
"4/05/2012","Home Depot","Withdrawal POS #000030706001 STRWithdrawal POS #000030706001 STR THE HOME DEPOT 660 1001 EL CAMINO REA ENCINITAS CA","23.39","debit","Home Improvement","ECHECKING 7688","",""
"4/05/2012","Withdrawal Golden Spowithdrawal","Withdrawal Debit Card GOLDEN SPOWithdrawal Debit Card GOLDEN SPOON YOGURT CARLSBAD CA Date 04/03/12 0      2094635852     1 5814","8.00","debit","Fast Food","ECHECKING 7688","",""
"4/05/2012","Amazon","Withdrawal Debit Card AMAZON WEBWithdrawal Debit Card AMAZON WEB SERVICES AWS.AMAZON.C WA Date 04/05/12 0      2096022589     1 7399","3.97","debit","Shopping","ECHECKING 7688","",""
"4/05/2012","Withdrawal Vmix Mediawithdrawal","Withdrawal Debit Card VMIX MEDIAWithdrawal Debit Card VMIX MEDIA INC SAN DIEGO CA Date 04/03/12 0      2094150424     1 8931","4.99","debit","Entertainment","ECHECKING 7688","",""
"4/04/2012","Deposit Tax Products","Deposit TAX PRODUCTS PE2 TYPE: SDeposit TAX PRODUCTS PE2 TYPE: SBTPG LLC  ID: 3722260102 CO: TAX PRODUCTS PE2","65.15","credit","Taxes","ECHECKING 7688","",""
"4/04/2012","Withdrawal Golden Spowithdrawal","Withdrawal Debit Card GOLDEN SPOWithdrawal Debit Card GOLDEN SPOON YOGURT CARLSBAD CA Date 04/02/12 0      2093565387     1 5814","8.00","debit","Fast Food","ECHECKING 7688","",""
"4/04/2012","Costco","Withdrawal POS #000000714536 STRWithdrawal POS #000000714536 STR COSTCO WHSE #0124 1755 HACIENDA DRIV VISTA CA","137.47","debit","Groceries","ECHECKING 7688","",""
"4/04/2012","Withdrawal Billmatrix Type","Withdrawal BILLMATRIX TYPE: BILLWithdrawal BILLMATRIX TYPE: BILL PAY  ID: 9009316102 CO: BILLMATRIX","5.00","debit","Auto Payment","ECHECKING 7688","",""
"4/04/2012","Toys ""R"" Us","Withdrawal POS #000082022620 STRWithdrawal POS #000082022620 STR TOYS R US 2425 VISTA WAY OCEANSIDE CA","22.60","debit","Toys","ECHECKING 7688","",""
"4/04/2012","AT&T","Withdrawal AT&T TYPE: PAYMENT  IWithdrawal AT&T TYPE: PAYMENT  ID: 9991300000  CO: AT&T","140.00","debit","Home Phone","ECHECKING 7688","",""
"4/04/2012","iTunes","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 04/03/12 0      2094237805     1 5735","20.99","debit","Music","ECHECKING 7688","",""
"4/04/2012","Nissan","Withdrawal NISSAN MOTOR ACC TYPEWithdrawal NISSAN MOTOR ACC TYPE: BILL PAY  ID: 9536803862 CO: NISSAN MOTOR ACC","560.00","debit","Auto Payment","ECHECKING 7688","",""
"4/04/2012","San Diego Gas And Electric","Withdrawal SD GAS ELEC TYPE: PAIWithdrawal SD GAS ELEC TYPE: PAID SDGE  ID: 5951184800 CO: SD GAS ELEC","161.10","debit","Utilities","ECHECKING 7688","",""
"4/03/2012","Withdrawal Golden Spowithdrawal","Withdrawal Debit Card GOLDEN SPOWithdrawal Debit Card GOLDEN SPOON YOGURT CARLSBAD CA Date 03/31/12 0      2091785881     1 5814","8.00","debit","Fast Food","ECHECKING 7688","",""
"4/03/2012","El Pollo Loco","Withdrawal Debit Card EL POLLO LWithdrawal Debit Card EL POLLO LOCO 3336 OCEANSIDE CA Date 04/01/12 0      2092783210     1 5814","9.57","debit","Fast Food","ECHECKING 7688","",""
"4/03/2012","El Pollo Loco","Withdrawal Debit Card EL POLLO LWithdrawal Debit Card EL POLLO LOCO 3336 OCEANSIDE CA Date 04/01/12 0      2092783206     1 5814","7.66","debit","Fast Food","ECHECKING 7688","",""
"4/03/2012","Wal-Mart","Withdrawal POS #000012456407 STRWithdrawal POS #000012456407 STR Wal-Mart Super Center 2494 WAL-SAMS OCEANSIDE CA","99.39","debit","Home Supplies","ECHECKING 7688","",""
"4/02/2012","Krikorian Theatres","Withdrawal Debit Card KRIKORIANWithdrawal Debit Card KRIKORIAN THEATRES VIS VISTA CA Date 03/30/12 0      2090160321     5 7832","15.75","debit","Movies & DVDs","ECHECKING 7688","",""
"4/02/2012","Target","Withdrawal POS #000000007226 STRWithdrawal POS #000000007226 STR TARGET T0303 OCEAN Oceanside CA","71.59","debit","Home Supplies","ECHECKING 7688","",""
"4/02/2012","Hot Dog On A Stick","Withdrawal Debit Card HOT DOG ONWithdrawal Debit Card HOT DOG ON A STICK #82 CARLSBAD CA Date 03/31/12 0      2091910229     0 5814","19.50","debit","Food & Dining","ECHECKING 7688","",""
"4/02/2012","Chipotle","Withdrawal Debit Card CHIPOTLE 0Withdrawal Debit Card CHIPOTLE 0479 OCEANSIDE CA Date 03/31/12 0      2091199316     5 5814","21.23","debit","Fast Food","ECHECKING 7688","",""
"4/02/2012","Krikorian Theatres","Withdrawal Debit Card KRIKORIANWithdrawal Debit Card KRIKORIAN THEATRES VIS VISTA CA Date 03/30/12 0      2090160319     5 7832","22.00","debit","Movies & DVDs","ECHECKING 7688","",""
"3/31/2012","Starbucks","Withdrawal Debit Card STARBUCKSWithdrawal Debit Card STARBUCKS CORP00059485 SAN MARCOS CA Date 03/30/12 0      2090714186     1 5814","6.20","debit","Coffee Shops","ECHECKING 7688","",""
"3/31/2012","Chevron","Withdrawal Debit Card CHEVRON 02Withdrawal Debit Card CHEVRON 0205615 OCEANSIDE CA Date 03/29/12 0      2089162732     1 5542","43.64","debit","Gas & Fuel","ECHECKING 7688","",""
"3/31/2012","Carl's Jr","Withdrawal Debit Card CARL'S JRWithdrawal Debit Card CARL'S JR #7435 Q18 OCEANSIDE CA Date 03/30/12 0      2090152966     1 5814","6.24","debit","Fast Food","ECHECKING 7688","",""
"3/31/2012","Withdrawal Vmix Mediawithdrawal","Withdrawal Debit Card VMIX MEDIAWithdrawal Debit Card VMIX MEDIA INC SAN DIEGO CA Date 03/29/12 0      2089167765     1 8931","4.99","debit","Entertainment","ECHECKING 7688","",""
"3/31/2012","Michaels","Withdrawal Debit Card MICHAELS #Withdrawal Debit Card MICHAELS #3859 OCEANSIDE CA Date 03/29/12 0      2089723609     1 5331","36.23","debit","Hobbies","ECHECKING 7688","",""
"3/30/2012","Deposit Vmix Media","Deposit VMIX MEDIA INC TYPE: PAYDeposit VMIX MEDIA INC TYPE: PAYROLL  ID: 9006906566 CO: VMIX MEDIA INC","5159.95","credit","Paycheck","ECHECKING 7688","",""
"3/30/2012","Withdrawal","Withdrawal POS #000000008668","117.48","debit","Uncategorized","ECHECKING 7688","",""
"3/30/2012","Menchie's Frozen Yogurt","Withdrawal Debit Card MENCHIE SWithdrawal Debit Card MENCHIE S FROZEN YOGUR CARLSBAD CA Date 03/28/12 0      2088594715     1 5814","1.11","debit","Food & Dining","ECHECKING 7688","",""
"3/30/2012","Withdrawal ATM Withdrawal","Withdrawal at ATM #000034777768Withdrawal at ATM #000034777768 CT VCOM 2985 VIA LAS ROSAS OCEANSIDE CA","120.00","debit","Cash & ATM","ECHECKING 7688","",""
"3/29/2012","Withdrawal Discover Type","Withdrawal DISCOVER TYPE: E-PAYMWithdrawal DISCOVER TYPE: E-PAYMENT  ID: 2510020270 CO: DISCOVER","9.00","debit","Credit Card Payment","ECHECKING 7688","",""
"3/29/2012","Goodwill Industries","Withdrawal POS #000083093325 STRWithdrawal POS #000083093325 STR GOODWILL INDUSTRIES 18 3935 MISSION AVE S OCEANSIDE CA","100.95","debit","Shopping","ECHECKING 7688","",""
"3/29/2012","Wal-Mart","Withdrawal POS #000095658531 STRWithdrawal POS #000095658531 STR Wal-Mart Super Center 2494 WAL-SAMS OCEANSIDE CA","122.04","debit","Home Supplies","ECHECKING 7688","",""
"3/29/2012","Mercury","Withdrawal MERCURY CASUALTY TYPEWithdrawal MERCURY CASUALTY TYPE: PAYMENT  ID: 1952577343 CO: MERCURY CASUALTY","104.00","debit","Auto Insurance","ECHECKING 7688","",""
"3/28/2012","iTunes","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 03/27/12 0      2087111021     1 5735","4.99","debit","Music","ECHECKING 7688","",""
"3/28/2012","Starbucks","Withdrawal Debit Card STARBUCKSWithdrawal Debit Card STARBUCKS CORP00067843 OCEANSIDE CA Date 03/27/12 0      2087533735     1 5814","4.70","debit","Coffee Shops","ECHECKING 7688","",""
"3/28/2012","Jack in the Box","Withdrawal Debit Card JACK IN THWithdrawal Debit Card JACK IN THE BOX 98 QPS OCEANSIDE CA Date 03/27/12 0      2087975240     0 5814","6.65","debit","Fast Food","ECHECKING 7688","",""
"3/28/2012","McDonald's","Withdrawal Debit Card MCDONALD'SWithdrawal Debit Card MCDONALD'S F19746 OCEANSIDE CA Date 03/27/12 0      2087974354     0 5814","2.90","debit","Fast Food","ECHECKING 7688","",""
"3/27/2012","Withdrawal Seawithdrawal Sean","Withdrawal POS #000025560610 SEAWithdrawal POS #000025560610 SEAN DEL ROUZ 502 S EL CAMINO RE OCEANSIDE CA","71.04","debit","Uncategorized","ECHECKING 7688","",""
"3/27/2012","Withdrawal Submarinawithdrawal Submarina","Withdrawal Debit Card SUBMARINAWithdrawal Debit Card SUBMARINA - WEST OCEAN OCEANSIDE CA Date 03/25/12 0      2085537000     1 5814","13.82","debit","Food & Dining","ECHECKING 7688","",""
"3/27/2012","Wal-Mart","Withdrawal POS #000034067388 STRWithdrawal POS #000034067388 STR Wal-Mart Super Center 2494 WAL-SAMS OCEANSIDE CA","209.51","debit","Home Supplies","ECHECKING 7688","",""
"3/27/2012","Kaiser Permanente","Withdrawal Debit Card KAISER 080Withdrawal Debit Card KAISER 080920408092041 OCEANSIDE CA Date 03/26/12 0      2086013183     1 8099","20.00","debit","Health Insurance","ECHECKING 7688","",""
"3/27/2012","El Pollo Loco","Withdrawal Debit Card EL POLLO LWithdrawal Debit Card EL POLLO LOCO 349 SAN DIEGO CA Date 03/26/12 0      2086020751     1 5812","8.91","debit","Fast Food","ECHECKING 7688","",""
"3/27/2012","El Pollo Loco","Withdrawal Debit Card EL POLLO LWithdrawal Debit Card EL POLLO LOCO 3336 OCEANSIDE CA Date 03/25/12 0      2085545436     1 5814","19.57","debit","Fast Food","ECHECKING 7688","",""
"3/26/2012","McDonald's","Withdrawal Debit Card MCDONALD'SWithdrawal Debit Card MCDONALD'S F19746 OCEANSIDE CA Date 03/25/12 0      2085721014     0 5814","2.47","debit","Fast Food","ECHECKING 7688","",""
"3/25/2012","Withdrawal Ceja Mexwithdrawal","Withdrawal Debit Card CEJA'S MEXWithdrawal Debit Card CEJA'S MEXICAN DINER OCEANSIDE CA Date 03/23/12 0      2083240077     1 5812","26.45","debit","Restaurants","ECHECKING 7688","",""
"3/25/2012","Panera Bread","Withdrawal Debit Card PANERA BREWithdrawal Debit Card PANERA BREAD #4280 SAN MARCOS CA Date 03/22/12 0      2082584611     1 5814","30.12","debit","Fast Food","ECHECKING 7688","",""
"3/25/2012","TERI","Withdrawal Debit Card TERI CAFEWithdrawal Debit Card TERI CAFE 3 OCEANSIDE CA Date 03/22/12 0      2082588012     1 5812","5.66","debit","Food & Dining","ECHECKING 7688","",""
"3/25/2012","Jack in the Box","Withdrawal Debit Card JACK IN THWithdrawal Debit Card JACK IN THE BOX 98 QPS OCEANSIDE CA Date 03/23/12 0      2083241782     1 5814","4.19","debit","Fast Food","ECHECKING 7688","",""
"3/25/2012","Yes Cleaners","Withdrawal Debit Card YES CLEANEWithdrawal Debit Card YES CLEANERS OCEANSIDE CA Date 03/22/12 0      2082589301     1 7216","13.25","debit","Laundry","ECHECKING 7688","",""
"3/25/2012","Stater Brothers","Withdrawal POS #000000003275 STRWithdrawal POS #000000003275 STR STATERBROS151 2170 VISTA WAY OCEANSIDE CA","148.30","debit","Groceries","ECHECKING 7688","",""
"3/25/2012","Starbucks","Withdrawal Debit Card STARBUCKSWithdrawal Debit Card STARBUCKS CORP00058321 OCEANSIDE CA Date 03/23/12 0      2083577714     1 5814","6.70","debit","Coffee Shops","ECHECKING 7688","",""
"3/23/2012","Starbucks","Withdrawal Debit Card STARBUCKSWithdrawal Debit Card STARBUCKS CORP00054320 OCEANSIDE CA Date 03/22/12 0      2082600529     1 5814","4.45","debit","Coffee Shops","ECHECKING 7688","",""
"3/23/2012","Starbucks","Withdrawal Debit Card STARBUCKSWithdrawal Debit Card STARBUCKS CORP00054320 OCEANSIDE CA Date 03/22/12 0      2082600530     1 5814","5.00","debit","Coffee Shops","ECHECKING 7688","",""
"3/23/2012","McDonald's","Withdrawal Debit Card MCDONALD'SWithdrawal Debit Card MCDONALD'S F26763 OCEANSIDE CA Date 03/21/12 0      2081607193     1 5814","33.32","debit","Fast Food","ECHECKING 7688","",""
"3/23/2012","El Pollo Loco","Withdrawal Debit Card EL POLLO LWithdrawal Debit Card EL POLLO LOCO 349 SAN DIEGO CA Date 03/22/12 0      2082033482     1 5812","6.66","debit","Fast Food","ECHECKING 7688","",""
"3/23/2012","Check 862050950","Draft 00086205095076","48.00","debit","Check","ECHECKING 7688","",""
"3/22/2012","Withdrawal Squarespacwithdrawal Squarespace","Withdrawal Debit Card SQUARESPACWithdrawal Debit Card SQUARESPACE INC NEW YORK NY Date 03/20/12 0      2080540741     1 7372","13.33","debit","Financial","ECHECKING 7688","",""
"3/22/2012","Home Depot","Withdrawal POS #000050782801 STRWithdrawal POS #000050782801 STR THE HOME DEPOT 679 3838 VISTA WAY OCEANSIDE CA","13.93","debit","Home Improvement","ECHECKING 7688","",""
"3/22/2012","West Mart","Withdrawal Debit Card WESTMART CWithdrawal Debit Card WESTMART CARLSBAD CA Date 03/20/12 0      2080102670     1 5542","45.70","debit","Gas & Fuel","ECHECKING 7688","",""
"3/22/2012","Jimbo's Naturally","Withdrawal Debit Card JIMBO'S NAWithdrawal Debit Card JIMBO'S NATURALLY - SAN DIEGO CA Date 03/20/12 0      2080536029     1 5411","2.18","debit","Food & Dining","ECHECKING 7688","",""
"3/22/2012","Postal Annex","Withdrawal Debit Card POSTAL ANNWithdrawal Debit Card POSTAL ANNEX #157 CARLSBAD CA Date 03/20/12 0      2080099097     1 7399","24.10","debit","Business Services","ECHECKING 7688","",""
"3/22/2012","Bed Bath & Beyond","Withdrawal POS #000000000253 STRWithdrawal POS #000000000253 STR BEDBATH&BEYOND#013 OCEANSIDE CA","115.40","debit","Furnishings","ECHECKING 7688","",""
"3/22/2012","CA State Tax","Deposit FRANCHISE TAX BD TYPE: TDeposit FRANCHISE TAX BD TYPE: TAX-REFUND  ID: 9282532045 CO: FRANCHISE TAX BD","417.00","credit","State Tax","ECHECKING 7688","",""
"3/21/2012","McDonald's","Withdrawal Debit Card MCDONALD'SWithdrawal Debit Card MCDONALD'S F19746 OCEANSIDE CA Date 03/20/12 0      2080968851     0 5814","14.93","debit","Fast Food","ECHECKING 7688","",""
